Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,Shortened,Prefix/Suffix,Sub-domain,DNS_Record,Number_of_Param,Number_of_Period,Web_Traffic,StatusBar_Costumized,RightClick_Disabled,Forward,SSL,Iframe_Redirect,Num _HiddenTags,Num_Hyperlinks,Num_Iframe,Domain_Age,Label
activate-hulu-com-activate.sitey.me,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,0,0,20,0,0,1
livenmitac-my.sharepoint.com,0,0,1,5,0,0,1,1,0,0,4,3,1,0,1,0,1,0,0,3,0,0,1
brouhk.com,0,0,1,1,0,0,0,0,0,0,2,3,1,0,1,0,1,0,0,102,0,1,1
vevobahisgunceladres.blogspot.com,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,0,1,0,0,7,0,1,1
uytg.hyperphp.com,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,1
betasus111.blogspot.com,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,0,1,0,0,7,0,1,1
mail.trendset.com.ar.ci3.toservers.com,0,0,1,4,0,0,1,0,1,0,0,11,1,0,1,0,1,0,0,7,1,0,1
linktr.ee,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
drive.google.com,0,0,1,4,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1,0,0,1
jstrieb.github.io,0,0,1,1,0,0,0,0,0,1,0,2,1,0,1,0,1,0,0,0,0,1,1
clouddoc-authorize.firebaseapp.com,0,0,1,1,0,0,0,1,0,1,0,14,1,0,1,0,1,0,0,0,0,1,1
theultimatelistener.com,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,295,0,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,6,0,0,1
roundtreeconsulting.net,0,0,1,3,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,1,0,0,1
forms.office.com,0,0,1,2,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,6,0,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,6,0,0,1
mail.trendset.com.ar.ci3.toservers.com,0,0,1,4,0,0,1,0,1,0,0,11,1,0,1,0,1,0,0,7,1,0,1
switch.com.kw,0,0,0,1,0,0,0,0,0,1,0,3,1,0,1,0,1,0,0,0,0,1,1
bit.ly,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,3,0,0,1
appleverificationalert.com:443,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,6,0,1,1
cyrela-imoveis.blogspot.com,0,0,0,0,0,0,1,1,0,1,0,2,1,0,1,0,1,0,0,20,0,1,1
cashflowfxonline.com,0,0,1,5,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,9,1,0,1
linktr.ee,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4,0,0,1
linktr.ee,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
secure-monitor.com,0,0,1,1,0,0,0,1,0,0,1,2,1,0,1,0,1,0,0,0,0,0,1
flavena.co.rs,0,0,0,1,0,0,0,0,0,1,0,3,1,0,1,0,1,0,0,1,0,1,1
zpr.io,0,1,0,1,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1
vk-coolsgirl.ru,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,55,0,1,1
docsharex-authorize.firebaseapp.com,0,0,0,1,0,0,0,1,0,1,0,8,1,0,1,0,1,0,0,0,0,1,1
betcupum.blogspot.com,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,0,1,0,0,7,0,1,1
docs.google.com,0,0,1,5,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,6,0,0,1
freegsm.co,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,102,0,0,1
lloydsbank.online-auth-verify-secure.com,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1
mfacebook.blogspot.rs,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,1,0,0,113,10,1,1
esgcommercialbrokers.com,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
hhtinvestments.com,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
elomo.ro,0,0,1,5,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,0,0,0,1
wsxwaaaa.web.app,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1
bit.ly,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,3,0,0,1
securitycode2021.hostfree.pw,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1
sites.google.com,0,0,0,4,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,28,1,0,1
docsharex-authorize.firebaseapp.com,0,0,1,2,0,0,0,1,0,1,0,2,1,0,1,0,1,0,0,0,0,1,1
jasonmaiolo.com,0,0,1,2,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1
s.yam.com,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,6,0,0,1
docsharex-authorize.firebaseapp.com,0,0,1,3,0,0,0,1,0,1,0,2,1,0,1,0,1,0,0,0,0,1,1
betasusgirisadresi.blogspot.com,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,0,1,0,0,7,0,1,1
ftp.trialshop.it,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,1239,0,0,1
glossmeup.ae,0,0,0,2,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,1,1
bit.ly,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,3,0,0,1
maddho435st.gb.net,0,0,1,2,0,0,0,0,0,1,3,2,1,0,1,0,1,0,0,1,0,1,1
xj33w.mjt.lu,0,0,1,5,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,3,0,1,1
abnmart.co.in,0,0,0,1,0,0,1,0,0,0,0,2,1,0,1,0,1,0,0,1,0,0,1
rendangunitutie.com,0,0,1,4,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,2,0,0,1
skradvanidance.business.site,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,15,0,1,1
david-held.com,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,9,0,0,1
forms.gle,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,6,0,1,1
old.prunescape.com.au,0,0,0,0,0,0,0,0,1,0,0,4,1,0,1,0,1,0,0,0,0,1,1
jasonmaiolo.com,0,0,1,2,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
forms.office.com,0,0,1,2,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,0,1
test.bayoucitybadges.org,0,0,0,1,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,1
jasonmaiolo.com,0,0,1,2,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1
grupopromeric.webcindario.com,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,1,0,1
appatualizecef.com,0,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1
bdxxmg.top,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1
bakerrecklaw.com,0,1,1,4,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1
services.runescape.com-vzla.ru,0,0,1,2,0,0,0,1,1,0,0,3,1,0,1,0,1,0,0,0,0,0,1
services.runescape.com-ro.ru,0,0,1,2,0,0,0,1,1,0,0,3,1,0,1,0,1,0,0,0,0,0,1
hans-ledlite.com,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
hans-ledlite.com,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
forms.office.com,0,0,1,2,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,0,1
xju3s.mjt.lu,0,0,1,5,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,3,0,1,1
docs.google.com,0,0,1,5,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,6,0,0,1
bancaporinternet-netinterbankpe12.com,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
contactmonkey.com,0,0,1,3,1,0,0,0,0,0,4,3,0,0,1,1,1,0,0,5,0,0,1
wwproamerivto.byethost13.com,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1
casoamarillox949.byethost14.com,0,0,0,1,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,1
solutionsaec-my.sharepoint.com,0,0,1,5,0,0,1,1,0,0,1,2,1,0,1,0,1,0,0,3,0,0,1
iplogger.org,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,46,0,0,1
cannellandcoflooring.co.uk,0,0,1,6,0,0,0,0,0,1,0,2,1,0,1,0,1,0,0,51,1,1,1
aktualizacja.jst.pl,0,0,0,3,0,0,0,0,0,1,0,2,1,0,1,0,1,0,0,28,0,1,1
meschinowellness.com,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,3,0,0,1
linktr.ee,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,1,0,0,1
storage.googleapis.com,0,0,0,2,0,0,0,0,0,1,0,3,0,0,1,0,1,0,0,0,0,1,1
f.ls,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1
linktr.ee,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1
secure.runescape.com-vzla.ru,0,0,1,2,0,0,0,1,1,0,0,3,1,0,1,0,1,0,0,0,0,0,1
login-bank.org,0,0,0,1,0,0,0,1,0,0,0,2,1,0,1,0,1,0,0,26,0,0,1
xj333.mjt.lu,0,0,1,5,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,3,0,1,1
w6634s.webwave.dev,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1
coda.io,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
dynastyclinic.ae,0,0,1,4,0,0,0,0,0,0,3,2,1,0,1,0,1,0,0,0,0,1,1
recso.org,0,0,0,2,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,46,0,0,1
bitly.com,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,6,0,0,1
secure290.inmotionhosting.com,0,0,1,3,0,0,0,0,0,0,2,3,0,0,1,0,1,0,0,1,0,0,1
pastelink.net,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,28,1,0,1
impotspublicservice.com,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,2,0,0,1
informacionespsiquiatricas.com,0,0,1,3,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,1,0,0,1
ehan.org,0,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
firebasestorage.googleapis.com,0,0,1,5,0,0,1,0,0,1,3,5,0,0,1,0,1,0,0,0,1,1,1
lloydsbank.online-security-auth-verify.com,0,0,1,1,0,0,0,1,0,0,0,3,1,0,1,0,1,0,0,0,0,0,1
delightontour.com,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,91,0,0,1
mobile.retrocafe.net.au,0,0,0,0,0,0,0,0,1,1,0,3,1,0,1,0,1,0,0,0,0,1,1
wallieget.com,0,0,1,3,0,0,1,0,0,0,3,2,1,0,1,0,1,0,0,1,0,0,1
ni212065-1.web02.nitrado.hosting,0,0,0,0,0,0,0,1,1,1,0,3,1,0,1,0,1,0,0,1,0,1,1
kelpiesinc.com,0,0,0,1,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,1
clouddoc-authorize.firebaseapp.com,0,0,1,2,0,0,0,1,0,1,0,7,1,0,1,0,1,0,0,0,0,1,1
sites.google.com,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,1,0,1
xhs02.mjt.lu,0,0,1,5,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,3,0,1,1
helloparis.co.uk,0,0,1,5,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,9,0,0,1
betpergirisadresimiz.blogspot.com,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,0,1,0,0,7,0,1,1
formbuddy.com,0,0,1,2,0,0,0,0,0,0,2,3,1,0,1,0,1,0,0,1,0,0,1
midshopping.ro,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,145,2,0,1
site9552191.92.webydo.com,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,0,1,0,0,4,0,0,1
securefilefromyourcontact.macleayindoorsports.com.au,0,0,1,0,0,0,0,0,1,0,0,3,1,0,1,0,1,0,0,4,0,1,1
drive.google.com,0,0,1,4,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,1
viabcp-ganadiario.online,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,3,0,0,1
dg54asdg15g1.agilecrm.com,0,0,1,2,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,0,0,1
mockup.metradigitalmedia.com,0,0,1,3,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,17,1,0,1
clouddoc-authorize.firebaseapp.com,0,0,1,2,0,0,0,1,0,1,0,16,1,0,1,0,1,0,0,0,0,1,1
services.runescape.com-vzla.ru,0,0,1,2,0,0,0,1,1,0,0,3,1,0,1,0,1,0,0,0,0,0,1
bit.do,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,9,0,0,1
micr0s0ftverify.nicepage.io,0,0,1,1,0,0,0,0,0,0,2,3,1,0,1,0,1,0,0,2,0,0,1
habbocreditosparati.blogspot.com,0,0,0,0,0,0,1,0,0,1,0,3,1,0,1,0,1,0,0,17,0,1,1
bankingalicias.ihostfull.com,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,0,0,0,0,1
orange624.yolasite.com,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,1,0,0,1,0,1,1
demallplot-tra.web.app,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,1,0,0,9,0,0,1
dydy2.app.link,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,1
akanksha3012.github.io,0,0,0,1,0,0,0,0,0,1,0,2,1,0,1,0,1,0,0,0,0,1,1
rolinadd.surveysparrow.com,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,1
online-auth-doc-trippumbach.cf,0,0,1,4,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1
stylifehomedecors.com,0,0,1,3,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1
rabofree.blogspot.com,0,0,0,2,0,0,1,0,0,1,0,2,1,0,1,0,1,0,0,15,0,1,1
fizikagroup.ru,0,0,1,4,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,17,0,0,1
elexusbetgir1.blogspot.com,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,0,1,0,0,7,0,1,1
siphen.com,0,0,0,3,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,1,0,0,1
forms.office.com,0,0,1,2,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,0,1
rokutanm-rrbrb.cc,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,4,0,0,1
paulmitchellforcongress.com,0,0,1,3,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,1,0,0,1
dukhovnist.in.ua,0,0,0,2,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,24,0,0,1
myeeyouree.com,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
xj45g.mjt.lu,0,0,1,5,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,3,0,1,1
docsharex-authorize.firebaseapp.com,0,0,0,1,0,0,0,1,0,1,0,2,1,0,1,0,1,0,0,0,0,1,1
rkgreany-seg3-2.kk.sopqa.arg.r.de.a2ip.ru,0,0,1,6,0,0,0,1,1,0,0,13,1,0,1,0,1,0,0,48,0,0,1
xhmnv.mjt.lu,0,0,1,5,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,3,0,1,1
dalatngaynay.com,0,0,0,3,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,68,0,0,1
twowheelcool.com,0,0,0,2,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,1,0,0,1
jasonmaiolo.com,0,0,1,2,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1
secure.runescape.com-vzla.ru,0,0,1,2,0,0,0,1,1,0,0,3,1,0,1,0,1,0,0,0,0,0,1
eharmonyservice.com,0,0,1,3,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1
fb.probox.lk,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,1,0,0,3,0,1,1
server0012.byethost12.com,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,1
onlineserveroffice365.mfs.gg,0,0,0,1,0,0,0,0,0,1,0,2,1,0,1,0,1,0,0,0,0,1,1
xhmnq.mjt.lu,0,0,1,5,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,3,0,1,1
45.95.235.159,1,1,1,2,0,0,0,0,1,1,1,4,1,0,1,0,1,0,0,1,0,1,1
forms.gle,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,7,0,1,1
docs.google.com,0,0,1,5,0,0,0,0,0,0,5,2,0,0,1,0,1,0,0,6,0,0,1
monstercarp.rn86.ru,0,0,1,1,0,0,0,0,0,0,1,3,1,0,1,0,1,0,0,2,0,0,1
bit.do,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,9,0,0,1
bancopromerica00.byethost4.com,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,1
app.box.com,0,0,1,2,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1
11owd.trk.elasticemail.com,0,0,1,2,0,0,0,0,1,0,1,3,0,0,1,0,1,0,0,0,0,0,1
sportrecent.com,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,6,0,0,1
teste.listafood.com.br,0,0,0,2,0,0,0,0,1,0,0,3,1,0,1,0,1,0,0,9,0,0,1
secure-myaccountdetails.com,0,0,1,2,0,0,0,1,0,0,0,3,1,0,1,0,1,0,0,0,0,0,1
sms-shorter.com,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,3,0,0,1
secure.runescape.com-oc.ru,0,0,1,2,0,0,0,1,1,0,0,3,1,0,1,0,1,0,0,0,0,0,1
suelunn.com,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1
core.opentext.com,0,0,1,3,0,0,1,0,0,0,1,3,0,0,1,0,1,0,0,0,0,0,1
agricolasvsub.ultimatefreehost.in,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1
firebasestorage.googleapis.com,0,0,1,5,0,0,1,0,0,1,2,5,0,0,1,0,1,0,0,0,1,1,1
netservice-upd.tumblr.com,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,1,0,0,0,1,0,1
rightdiary.top,0,0,0,2,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,1,1
orange.iobeya.com,0,0,1,6,0,0,0,0,0,0,0,5,1,0,1,0,1,0,0,0,0,1,1
unef.edu.br,0,0,1,2,0,0,0,0,0,1,3,3,1,0,1,0,1,0,0,309,3,1,1
amozanm-rrbrb.cc,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,4,0,0,1
huynguyen2k.github.io,0,0,0,1,0,0,0,0,0,1,0,2,1,0,1,0,1,1,0,17,0,1,1
sg3plvwcpnl378889.prod.sin3.secureserver.net,0,0,1,4,0,0,0,0,1,0,0,5,0,0,1,0,1,0,0,0,0,0,1
tellmeliu.github.io,0,0,0,1,0,0,0,0,0,1,0,2,1,0,1,0,1,1,0,0,0,1,1
betasus224.blogspot.com,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,0,1,0,0,7,0,1,1
hamzabilisim.net,0,0,0,2,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,1,0,0,1
realhypermarket.me,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,224,0,0,1
edgeworkflow12.azurefd.net:443,0,0,1,2,0,0,0,0,0,1,0,3,0,0,1,0,1,0,0,3,0,1,1
walldesign.com.tr,0,0,0,3,0,0,0,0,0,1,0,2,1,0,1,0,1,0,0,0,0,0,1
hollubarsch.de,0,0,0,4,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,2,0,1,1
clouddoc-authorize.firebaseapp.com,0,0,1,2,0,0,0,1,0,1,0,17,1,0,1,0,1,0,0,0,0,1,1
itiy.in,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,12,0,0,1
sucursapersonastransacionebancolombiaccomn.small-business-solutions.biz,0,0,1,0,0,0,0,1,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1
lfgtrk.com,0,0,1,0,0,0,0,0,0,0,6,1,1,0,1,0,1,0,0,16,0,0,1
934354637282-343432.com,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
postsch-947265.ingress-erytho.easywp.com,0,0,1,1,0,0,0,1,1,0,0,3,0,0,1,0,1,0,0,0,0,0,1
jasonmaiolo.com,0,0,1,2,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1
linktr.ee,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
docs.google.com,0,0,1,5,0,0,0,0,0,0,4,3,0,0,1,0,1,0,0,0,0,0,1
goglemaps.co,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,1,0,0,1
xj33w.mjt.lu,0,0,1,5,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,3,0,1,1
bit.do,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,9,0,0,1
authorsationsetting-lloydsmanagement.com,0,0,1,1,0,0,1,1,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1
wriot-alternate.app.link,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,1,0,0,1,0,0,1
