Name,Payload,SSIM_Score,MSE_Score,PSNR_Score,Name,Payload,SSIM_Score,MSE_Score,PSNR_Score,SSIM_Difference,MSE_Difference,PSNR_Difference
Stegano28,20 bytes payload,0.999999911,0.00004077741592413190,92.0266066,Stegano28,21 bytes payload,0.999999913,0.0000415121441389811,91.94905195,0.000000002,0.0000007347282148000010,0.07755465
Stegano29,20 bytes payload,0.999999953,0.00003160386239543820,93.13340199,Stegano29,21 bytes payload,0.999999955,0.0000322762849995965,93.04196819,0.000000002,0.0000006724226040999990,0.0914338
Stegano30,20 bytes payload,0.999999997,0.00002644856770833330,93.90678203,Stegano30,21 bytes payload,0.999999997,0.0000279744466145833,93.66318857,0.000000000,0.0000015258789062000000,0.24359346
Stegano31,20 bytes payload,0.999999964,0.00002657605848396750,93.8858979,Stegano31,21 bytes payload,0.999999964,0.0000275004431268882,93.73740669,0.000000000,0.0000009243846429000030,0.14849121
Stegano32,20 bytes payload,0.999999937,0.00004878170048317330,91.24823426,Stegano32,21 bytes payload,0.999999926,0.0000511269745448643,91.04430267,0.000000011,0.0000023452740617000000,0.20393159
Stegano33,20 bytes payload,0.999999939,0.00002714906264288980,93.79325521,Stegano33,21 bytes payload,0.999999939,0.0000280064014631915,93.65823051,0.000000000,0.0000008573388203000010,0.1350247
Stegano34,20 bytes payload,0.999999931,0.00002914951989026060,93.48448955,Stegano34,21 bytes payload,0.999999933,0.0000300068587105624,93.35859827,0.000000002,0.0000008573388202999970,0.12589128
Stegano35,20 bytes payload,0.999999978,0.00003333333333333330,92.90201616,Stegano35,21 bytes payload,0.999999974,0.0000336666666666666,92.85880242,0.000000004,0.0000003333333332999990,0.04321374
Stegano36,20 bytes payload,0.999999957,0.00004174587829810020,91.92466758,Stegano36,21 bytes payload,0.999999953,0.0000445602071721295,91.6413316,0.000000004,0.0000028143288739999900,0.28333598
Stegano37,20 bytes payload,0.999999868,0.00006687242798353900,89.87833269,Stegano37,21 bytes payload,0.999999864,0.0000720164609053498,89.55648586,0.000000004,0.0000051440329218000000,0.32184683
Stegano38,20 bytes payload,0.999999952,0.00005364583333333330,90.83544365,Stegano38,21 bytes payload,0.999999948,0.0000541666666666666,90.7934825,0.000000004,0.0000005208333332999970,0.04196115
Stegano39,20 bytes payload,0.999999937,0.00003029263831732960,93.31743261,Stegano39,21 bytes payload,0.999999939,0.0000308641975308642,93.23625371,0.000000002,0.0000005715592134999980,0.0811789
Stegano40,20 bytes payload,0.999999958,0.00003104504243827160,93.21088103,Stegano40,21 bytes payload,0.99999996,0.0000313464506172839,93.16891988,0.000000002,0.0000003014081790000020,0.04196115
Stegano41,20 bytes payload,0.999999974,0.00002800640146319150,93.65823051,Stegano41,21 bytes payload,0.999999972,0.0000294352994970278,93.44211902,0.000000002,0.0000014288980339000000,0.21611149
Stegano42,20 bytes payload,0.999999689,0.00012969970703125000,87.00141366,Stegano42,21 bytes payload,0.999999697,0.0001335144042968750,86.87552238,0.000000008,0.0000038146972656000000,0.12589128
Stegano43,20 bytes payload,0.999999992,0.00000362962962962963,102.5321805,Stegano43,21 bytes payload,0.999999992,0.0000037407407407407,102.4012275,0.000000000,0.0000001111111110999990,0.130953
Stegano44,20 bytes payload,0.999999983,0.00000778834025065104,99.21635445,Stegano44,21 bytes payload,0.999999984,0.0000082651774088542,98.95828181,0.000000001,0.0000004768371581999990,0.25807264
Stegano45,20 bytes payload,0.999999979,0.00002857796067672610,93.57049127,Stegano45,21 bytes payload,0.999999981,0.0000302926383173296,93.31743261,0.000000002,0.0000017146776406000000,0.25305866
Stegano46,20 bytes payload,0.99999999,0.00000802675882975260,99.08540146,Stegano46,21 bytes payload,0.99999999,0.0000081857045491536,99.00024295,0.000000000,0.0000001589457194000000,0.08515851
Stegano47,20 bytes payload,0.999999931,0.00002914951989026060,93.48448955,Stegano47,21 bytes payload,0.999999933,0.0000300068587105624,93.35859827,0.000000002,0.0000008573388202999970,0.12589128
Stegano48,20 bytes payload,0.999999972,0.00002772062185642430,93.70277392,Stegano48,21 bytes payload,0.999999972,0.0000297210791037951,93.40015787,0.000000000,0.0000020004572472999900,0.30261605
Stegano49,20 bytes payload,0.999999931,0.00003172153635116590,93.11726148,Stegano49,21 bytes payload,0.999999933,0.0000322930955647005,93.03970683,0.000000002,0.0000005715592135999990,0.07755465
Stegano50,20 bytes payload,0.99999996,0.00002943529949702780,93.44211902,Stegano50,21 bytes payload,0.999999962,0.0000297210791037951,93.40015787,0.000000002,0.0000002857796066999980,0.04196115
